4, 0
6, 1
8, 0
10, 1
12, 0
14, 1
16, 0
18, 2
20, 1
22, 0
24, 0
26, 2
28, 1
30, 2
32, 0
34, 1
36, 2
38, 2
40, 1
42, 0
44, 1
46, 1
48, 1
50, 0
52, 2
54, 1
56, 0
58, 0
60, 1
62, 1
64, 0
66, 1
68, 1
70, 2
72, 0
74, 1
76, 1
78, 1
80, 2
82, 1
84, 1
86, 0
88, 1
90, 2
92, 2
94, 1
96, 1
98, 1
100, 0
