8, 4, 2
12, 4, 0
12, 8, 1
16, 4, 0
16, 8, 2
16, 12, 0
20, 4, 1
20, 8, 0
20, 12, 2
20, 16, 2
24, 4, 1
24, 8, 1
24, 12, 0
24, 16, 0
24, 20, 0
28, 4, 0
28, 8, 1
28, 12, 2
28, 16, 1
28, 20, 0
28, 24, 2
32, 4, 1
32, 8, 2
32, 12, 0
32, 16, 0
32, 20, 2
32, 24, 0
32, 28, 1
36, 4, 0
36, 8, 0
36, 12, 0
36, 16, 0
36, 20, 1
36, 24, 0
36, 28, 0
36, 32, 2
40, 4, 1
40, 8, 0
40, 12, 1
40, 16, 0
40, 20, 2
40, 24, 1
40, 28, 0
40, 32, 0
40, 36, 1
44, 4, 1
44, 8, 1
44, 12, 2
44, 16, 0
44, 20, 1
44, 24, 2
44, 28, 1
44, 32, 1
44, 36, 1
44, 40, 1
48, 4, 0
48, 8, 1
48, 12, 1
48, 16, 1
48, 20, 1
48, 24, 1
48, 28, 1
48, 32, 2
48, 36, 1
48, 40, 1
48, 44, 0
52, 4, 1
52, 8, 2
52, 12, 2
52, 16, 1
52, 20, 0
52, 24, 0
52, 28, 2
52, 32, 2
52, 36, 1
52, 40, 1
52, 44, 0
52, 48, 0
56, 4, 0
56, 8, 0
56, 12, 1
56, 16, 0
56, 20, 1
56, 24, 2
56, 28, 0
56, 32, 0
56, 36, 1
56, 40, 1
56, 44, 2
56, 48, 0
56, 52, 2
60, 4, 1
60, 8, 1
60, 12, 0
60, 16, 2
60, 20, 1
60, 24, 0
60, 28, 1
60, 32, 1
60, 36, 1
60, 40, 1
60, 44, 1
60, 48, 1
60, 52, 1
60, 56, 0
64, 4, 1
64, 8, 1
64, 12, 1
64, 16, 0
64, 20, 0
64, 24, 0
64, 28, 1
64, 32, 2
64, 36, 1
64, 40, 1
64, 44, 0
64, 48, 0
64, 52, 2
64, 56, 0
64, 60, 1
68, 4, 1
68, 8, 1
68, 12, 2
68, 16, 1
68, 20, 0
68, 24, 0
68, 28, 1
68, 32, 1
68, 36, 1
68, 40, 1
68, 44, 1
68, 48, 1
68, 52, 1
68, 56, 0
68, 60, 1
68, 64, 1
72, 4, 2
72, 8, 1
72, 12, 1
72, 16, 1
72, 20, 1
72, 24, 1
72, 28, 2
72, 32, 1
72, 36, 1
72, 40, 1
72, 44, 1
72, 48, 1
72, 52, 1
72, 56, 1
72, 60, 1
72, 64, 0
72, 68, 2
76, 4, 0
76, 8, 0
76, 12, 1
76, 16, 1
76, 20, 1
76, 24, 1
76, 28, 1
76, 32, 2
76, 36, 2
76, 40, 0
76, 44, 0
76, 48, 0
76, 52, 1
76, 56, 2
76, 60, 1
76, 64, 0
76, 68, 1
76, 72, 1
80, 4, 1
80, 8, 1
80, 12, 0
80, 16, 0
80, 20, 0
80, 24, 1
80, 28, 1
80, 32, 1
80, 36, 1
80, 40, 0
80, 44, 1
80, 48, 2
80, 52, 0
80, 56, 2
80, 60, 2
80, 64, 1
80, 68, 1
80, 72, 1
80, 76, 1
84, 4, 0
84, 8, 2
84, 12, 1
84, 16, 0
84, 20, 1
84, 24, 0
84, 28, 2
84, 32, 2
84, 36, 2
84, 40, 1
84, 44, 1
84, 48, 2
84, 52, 0
84, 56, 1
84, 60, 2
84, 64, 1
84, 68, 1
84, 72, 1
84, 76, 1
84, 80, 1
88, 4, 1
88, 8, 0
88, 12, 1
88, 16, 1
88, 20, 1
88, 24, 1
88, 28, 1
88, 32, 1
88, 36, 2
88, 40, 2
88, 44, 1
88, 48, 0
88, 52, 2
88, 56, 1
88, 60, 1
88, 64, 1
88, 68, 2
88, 72, 0
88, 76, 1
88, 80, 2
88, 84, 0
92, 4, 0
92, 8, 1
92, 12, 2
92, 16, 0
92, 20, 1
92, 24, 2
92, 28, 2
92, 32, 1
92, 36, 1
92, 40, 2
92, 44, 1
92, 48, 2
92, 52, 0
92, 56, 2
92, 60, 1
92, 64, 2
92, 68, 1
92, 72, 1
92, 76, 1
92, 80, 2
92, 84, 1
92, 88, 1
96, 4, 0
96, 8, 1
96, 12, 0
96, 16, 0
96, 20, 0
96, 24, 1
96, 28, 0
96, 32, 1
96, 36, 1
96, 40, 1
96, 44, 1
96, 48, 1
96, 52, 0
96, 56, 2
96, 60, 2
96, 64, 0
96, 68, 1
96, 72, 1
96, 76, 0
96, 80, 1
96, 84, 1
96, 88, 1
96, 92, 1
100, 4, 1
100, 8, 0
100, 12, 0
100, 16, 0
100, 20, 1
100, 24, 1
100, 28, 1
100, 32, 1
100, 36, 1
100, 40, 1
100, 44, 0
100, 48, 1
100, 52, 0
100, 56, 1
100, 60, 1
100, 64, 2
100, 68, 1
100, 72, 2
100, 76, 1
100, 80, 0
100, 84, 2
100, 88, 2
100, 92, 1
100, 96, 2
,
